id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
1.0351561165160188e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fadf41d7,04f5b394,1,0,15702,320,50,1722,0,35,-1,79
1.035174434617183e+19,0,14102100,1005,1,44637516,27e3c518,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2c3653af,6569eeb3,1,0,15706,320,50,1722,0,35,100084,79
1.0351798338918361e+19,0,14102100,1005,0,cd58172f,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3e8faa5d,e981565c,1,0,20596,320,50,2161,0,35,-1,157
1.0352118072391248e+19,0,14102100,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,da215fb2,7fdd04d2,1,0,15708,320,50,1722,0,35,-1,79
1.0352200975302148e+19,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,28aad079,be6db1d7,1,0,16208,320,50,1800,3,167,100077,23
1.0352220784986264e+19,1,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d9c87773,711ee120,1,0,17653,300,250,1994,2,39,-1,33
1.035242717318819e+19,0,14102100,1002,0,887a4754,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,57ce352f,44a7ba8e,a12e847c,0,0,17081,320,50,1921,3,47,100075,23
1.0352567855582468e+18,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,de23f149,ae637522,0f2161f8,a99f214a,e060bd02,e1eae715,1,2,21611,320,50,2480,3,297,100111,61
1.0352689423980132e+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,7aee2d21,62d96721,23823d8b,4,0,21665,320,50,2493,3,35,-1,117
1.0353033015277124e+19,1,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d1f10009,4ea23a13,1,0,20362,320,50,2333,0,39,-1,157
1.03530904837368e+19,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,448e6432,d25693ce,1,0,17753,320,50,1993,2,1063,-1,33
1.0353201892244708e+18,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,3958106f,ce072ff8,0eb711ec,1,0,16407,320,50,1835,1,431,-1,71
1.0353375994125586e+18,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,516846b2,84ebbcd4,1,0,18993,320,50,2161,0,35,-1,157
1.03533779608994e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,37f4e146,d787e91b,1,0,20596,320,50,2161,0,35,100131,157
1.0353428632391926e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1ca56096,597ff2d3,1,2,15704,320,50,1722,0,35,-1,79
1.0353478812243053e+19,0,14102100,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e20f2e41,3e7932d7,1,0,19771,320,50,2227,0,687,100079,48
1.0353517379912107e+17,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,a607e6a7,7801e8d9,0f2161f8,2cd4a2a6,09e414e8,b7e932e7,4,0,21665,320,50,2493,3,35,-1,117
1.0353678754584945e+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,778ea627,c6263d8a,1,0,15703,320,50,1722,0,35,-1,79
1.035375744889505e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8a014cbb,ecb851b2,1,0,15705,320,50,1722,0,35,-1,79
1.0354022919870188e+19,0,14102100,1002,0,a38dc379,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,a5659daf,7a3b74e1,f9ba9057,0,0,17894,320,50,2039,2,39,100081,32
1.0354101206930584e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,711ee120,1,0,15706,320,50,1722,0,35,-1,79
1.0354518001637825e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,28444dcf,24f6b932,1,0,20366,320,50,2333,0,39,-1,157
1.035461042355946e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a98e3a73,d787e91b,1,0,20362,320,50,2333,0,39,-1,157
1.035466549375997e+19,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,39c9e212,8a4875bd,1,0,20596,320,50,2161,0,35,-1,157
1.0354957743298507e+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ddd2926e,aaffed8f,1,0,15699,320,50,1722,0,35,-1,79
1.0354995290199433e+19,0,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,255a58c8,7801e8d9,07d7df22,668977ed,63b577a0,43e7b962,0,0,21200,320,50,2427,0,169,100106,91
1.0355013905601286e+19,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e96166c7,2347f47a,0f2161f8,7a94005c,45518aae,ff2a3543,1,0,18993,320,50,2161,0,35,100034,157
1.035518287244938e+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,615ee83a,7801e8d9,0f2161f8,070404c0,c431adcb,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
1.0355344651412574e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,169483a8,04f5b394,1,0,15706,320,50,1722,0,35,100084,79
1.0355475737731875e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bfda47c8,1aa0e912,1,0,15708,320,50,1722,0,35,-1,79
1.0355751484024723e+19,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,88c305af,be6db1d7,1,0,20366,320,50,2333,0,39,100074,157
1.0355851361870447e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,8ec100bf,d0d0294e,ecb851b2,1,3,15706,320,50,1722,0,35,-1,79
1.0355889932088357e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,eae264e8,5d379d53,1,0,20352,320,50,2333,0,39,-1,157
1.035607942876722e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,090d3a47,0654b444,0f2161f8,a99f214a,217141db,56f23684,1,2,18993,320,50,2161,0,35,-1,157
1.0356085650608824e+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,98160e41,04f5b394,1,0,15702,320,50,1722,0,35,100083,79
1.0356125004766481e+18,1,14102100,1005,1,85f751fd,c4e18dd6,50e219e0,2c8f6136,33da2e74,0f2161f8,a99f214a,93c5e60a,5b799d60,1,0,21610,300,50,2480,3,297,100111,61
1.0356196328014856e+19,0,14102100,1005,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,36fe2cc7,c464aa46,1,0,20596,320,50,2161,0,35,-1,157
1.0356196937217421e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,54c664bf,d787e91b,1,0,20352,320,50,2333,0,39,-1,157
1.035623764791059e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8f4997d6,4ea23a13,1,0,20366,320,50,2333,0,39,-1,157
1.0356649949065935e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d7883b38,24f6b932,1,0,20366,320,50,2333,0,39,-1,157
1.035671634061311e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e54c1344,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
1.0356801631061742e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,99c72809,d787e91b,1,0,20352,320,50,2333,0,39,-1,157
1.0356861623962935e+19,0,14102100,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bfd659d0,be6db1d7,1,0,20008,320,50,2283,0,163,-1,95
1.0356926373683438e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,96a7dd9e,2107dce1,a0f5f879,1,0,20634,320,50,2374,3,39,-1,23
1.0356955771749638e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ca6991da,711ee120,1,0,15703,320,50,1722,0,35,100083,79
1.0357035642252773e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,11067ad5,6332421a,1,0,15702,320,50,1722,0,35,100084,79
1.0357083139639028e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8525e67e,5db079b5,1,2,15703,320,50,1722,0,35,-1,79
1.0357130539808053e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0d4edab9,8a4875bd,1,0,15699,320,50,1722,0,35,100083,79
1.0357195660043027e+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,972b3085,c6263d8a,1,0,15699,320,50,1722,0,35,-1,79
1.0357391590886701e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3332d300,96b83ebe,1,0,20362,320,50,2333,0,39,-1,157
1.0357562868105632e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,49ba05bf,f51246a7,1,0,20751,320,50,1895,0,681,100028,101
1.0357563609320026e+19,0,14102100,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d2b5c2bf,05e70df4,1,0,16208,320,50,1800,3,167,-1,23
1.0357600411832316e+19,0,14102100,1005,0,cd58172f,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ecf99c96,6f49baab,1,0,18993,320,50,2161,0,35,-1,157
1.0357636172390924e+19,0,14102100,1005,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,c7ecc20f,f39b265e,1,0,18993,320,50,2161,0,35,-1,157
1.0357675955539794e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,285263b0,d780319b,1,0,15705,320,50,1722,0,35,100084,79
1.0357685148062386e+19,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,bd798ccb,3de05cb4,1,2,17654,300,250,1994,2,39,100084,33
1.0357756008293188e+19,0,14102100,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6f3216ba,de38939a,1,0,19771,320,50,2227,0,687,-1,48
1.035796212981919e+19,0,14102100,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d2c375dd,1b13b020,1,0,16615,320,50,1863,3,39,-1,23
1.0358192921060364e+19,0,14102100,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6e34a709,1ccc7835,1,0,19950,320,50,1800,3,167,100077,23
1.0358194557965621e+19,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6c28d79d,0eb711ec,1,0,18092,320,50,2060,3,39,100171,23
1.0358452457472987e+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,779d90c2,1,0,15699,320,50,1722,0,35,-1,79
1.0358579268263576e+19,0,14102100,1001,0,51a8ceda,c4e18dd6,bcf865d9,ecad2386,7801e8d9,07d7df22,e771883b,6a15f243,f07e20f8,1,2,20153,320,50,2307,3,163,-1,61
1.0358875044970574e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,8a4875bd,1,0,15703,320,50,1722,0,35,-1,79
1.03591260683876e+19,0,14102100,1005,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,4b94bbe4,1f0bc64f,1,0,18993,320,50,2161,0,35,100162,157
1.035918142616795e+19,0,14102100,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e8a51593,573eaa36,1,0,20312,320,50,1780,0,1711,100077,48
1.0359225325304103e+19,0,14102100,1005,0,395fa97c,3f797953,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,be9ebf37,68dabce1,1,0,20596,320,50,2161,0,35,-1,157
1.035938156390133e+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,55b5aaa9,7801e8d9,0f2161f8,fcf06e4e,05c849e8,fdfa8fcd,4,0,21665,320,50,2493,3,35,-1,117
1.0359587321023975e+19,1,14102100,1005,0,f9c69707,e16ceb4b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3e8fe743,0fadd2fe,1,0,19665,320,50,2253,2,303,-1,52
1.0359647302508904e+18,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,938d1682,345900e8,1f0bc64f,1,0,4687,320,50,423,2,39,100148,32
1.0359655117446072e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,9130d46d,25ce1d7b,76dc4769,1,0,6559,320,50,571,2,39,-1,32
1.0359787917628547e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bf2e7f88,ecb851b2,1,0,15699,320,50,1722,0,35,100084,79
1.0360130422580797e+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1c204ce3,897aafd7,1,0,15705,320,50,1722,0,35,100083,79
1.0360249075103396e+19,0,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c978d835,44801bc1,1,0,15703,320,50,1722,0,35,100084,79
1.03604607640923e+19,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,67ac663c,1f0bc64f,1,0,18993,320,50,2161,0,35,-1,157
1.0360675335581655e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1fce2bae,c6263d8a,1,0,15702,320,50,1722,0,35,-1,79
1.0360967674670074e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,143cc3f2,8a4875bd,1,0,15706,320,50,1722,0,35,-1,79
1.0360987373090558e+19,1,14102100,1005,0,801dfefb,9b421927,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,6845823a,779d90c2,1,0,15701,320,50,1722,0,35,-1,79
1.0361047430810059e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,ea569e8c,e11c2f09,e8d6bd6d,1,3,12000,320,50,1248,2,39,-1,13
1.0361295184133816e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a98f9b10,a5bce124,1,0,15699,320,50,1722,0,35,-1,79
1.0361455334103155e+19,0,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,af6ffa32,7801e8d9,07d7df22,e49db6e6,72000d78,0e88538f,0,0,21665,320,50,2493,3,35,-1,117
1.0361584818223798e+19,1,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5e36ed00,76dc4769,1,0,17753,320,50,1993,2,1063,100084,33
1.0361600491814236e+19,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c5877790,84ebbcd4,1,0,17614,320,50,1993,2,1063,-1,33
1.0361623261190822e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5b905b16,06fbfd42,1,0,15701,320,50,1722,0,35,-1,79
1.0361685043108903e+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,23384954,a5bce124,1,0,15705,320,50,1722,0,35,100083,79
1.0362119063038706e+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5aa34927,1f0bc64f,1,0,15706,320,50,1722,0,35,-1,79
1.0362543979458654e+19,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,ff065cf0,1,2,17614,320,50,1993,2,1063,-1,33
1.0363112780865692e+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,b50d2bf4,1,0,15699,320,50,1722,0,35,-1,79
1.0363286469039712e+19,0,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,30d5a6f1,518f4a32,1,0,15706,320,50,1722,0,35,-1,79
1.0363309832934355e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,89bdfe24,2347f47a,0f2161f8,a99f214a,31eb4622,cb82c508,1,0,20345,300,250,2331,2,39,-1,23
1.0363426235182815e+19,1,14102100,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,76e48bb9,81892725,1,0,20145,320,50,2306,3,39,-1,23
1.0363438600193247e+19,1,14102100,1005,0,38217daf,449497bc,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ac6c5a0c,89416188,1,0,20346,300,250,2331,2,39,-1,23
1.036366417161948e+19,0,14102100,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,99543317,f016b9df,1,0,20969,320,50,2372,0,813,-1,46
1.0363673314982128e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ffa16427,36d749e5,1,0,15707,320,50,1722,0,35,-1,79
1.036369122769455e+19,0,14102100,1005,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,974b49fb,d787e91b,1,0,18993,320,50,2161,0,35,-1,157
1.0363693365394604e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,576c3f16,5dee1d65,1,0,15707,320,50,1722,0,35,100084,79
1.0364240924432314e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,6415a993,2347f47a,0f2161f8,a99f214a,357608d1,3de05cb4,1,2,15016,320,50,1637,0,161,100046,91
1.0364391580871782e+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,372c8632,0eb711ec,1,0,15706,320,50,1722,0,35,-1,79
1.0364770348617904e+19,0,14102100,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9dc991db,c6263d8a,1,0,19771,320,50,2227,0,687,100077,48
1.0364822691520287e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e8937587,d9b5648e,0f2161f8,a99f214a,0499c023,a4b6f65b,1,0,20153,320,50,2307,3,163,-1,61
1.036489657612576e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,4dfd8e44,4ea23a13,1,0,20596,320,50,2161,0,35,-1,157
1.0365059794264367e+19,0,14102100,1005,0,2a68aa20,9b851bd8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9c764476,56f254f5,1,0,17914,320,50,2043,2,39,100084,32
1.0365247972095324e+19,1,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9fb2c97e,2f23688b,1,0,20346,300,250,2331,2,39,-1,23
1.0365418511786066e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,47e1d3ea,d9b5648e,cef3e649,a99f214a,65701b03,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
1.0365670635198276e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ad927933,375c3d47,1,0,15708,320,50,1722,0,35,100084,79
1.0365954662748305e+19,0,14102100,1002,0,15a497fe,277e7114,50e219e0,ecad2386,7801e8d9,07d7df22,e628d3cb,82941d01,68df2e72,0,0,15700,300,50,1722,0,35,100084,79
1.0366207207020069e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,49c5a80d,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
1.0366268619276194e+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,83549dc1,1aa0e912,1,0,15705,320,50,1722,0,35,-1,79
1.036627349961642e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,37896b5d,4ea23a13,1,0,15701,320,50,1722,0,35,-1,79
1.0366439239741702e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,facb994f,a2b02d72,1,0,20366,320,50,2333,0,39,-1,157
1.0366455716952876e+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5f4a096b,81b42528,1,0,15701,320,50,1722,0,35,100084,79
1.0366456814267898e+17,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,533065dd,9c7b6730,1,0,15702,320,50,1722,0,35,100084,79
1.0366556999352144e+19,0,14102100,1005,1,2092875a,67cf42d6,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,05f67b9c,d31a172e,1,0,20596,320,50,2161,0,35,-1,157
1.0366968396755464e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b1f1602,be74e6fe,1,0,15704,320,50,1722,0,35,100084,79
1.0367155904869409e+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,23a11a0e,c6263d8a,1,0,15705,320,50,1722,0,35,-1,79
1.0367401608051384e+19,0,14102100,1005,0,7c6576be,d00b8121,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e7ef716b,c03563ed,1,0,19772,320,50,2227,0,687,-1,48
1.0367403541768032e+19,0,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4587ad64,5096d134,1,0,15702,320,50,1722,0,35,100084,79
1.036746202621712e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7207293a,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
1.0367537129998057e+19,1,14102100,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c13faae7,275fc61c,1,0,6616,320,50,576,2,35,100131,32
1.0367678549896067e+19,0,14102100,1005,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,62aacca9,1f0bc64f,1,0,20596,320,50,2161,0,35,-1,157
1.036769866319063e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,5906a1f1,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
1.0367851500533137e+19,0,14102100,1002,0,763a42b5,08facbad,50e219e0,ecad2386,7801e8d9,07d7df22,34ba19c1,ad796973,808e8c0c,0,0,16920,320,50,1899,0,431,100077,117
1.0367870856747403e+19,0,14102100,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dc7be661,4ceb2e0b,1,0,18993,320,50,2161,0,35,-1,157
1.0368609281324057e+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,b38480fb,c3825bbb,1,0,18092,320,50,2060,3,39,-1,23
1.0368900414106815e+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,5db079b5,1,2,15702,320,50,1722,0,35,-1,79
1.0368906469471836e+19,1,14102100,1005,0,97c9ac6a,5baa6f69,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,7bcf96f2,293291c1,1,0,20596,320,50,2161,0,35,-1,157
1.0368975216947333e+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,03d42b4f,7e5b3bec,1,0,20362,320,50,2333,0,39,-1,157
1.036899893741027e+19,1,14102100,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,1648a222,d787e91b,1,0,13644,320,50,1447,2,47,100077,13
1.036909826467156e+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,c6e52c21,7801e8d9,0f2161f8,8de2c002,12c755ba,7be36d0e,4,0,21665,320,50,2493,3,35,-1,117
1.0369144897065275e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aefe5482,36d749e5,1,0,15702,320,50,1722,0,35,-1,79
1.0369179313538832e+19,0,14102100,1005,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,98a8042c,4ceb2e0b,1,0,18993,320,50,2161,0,35,-1,157
1.0369199343861051e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7e01b5a7,a0f5f879,1,0,15706,320,50,1722,0,35,100084,79
1.036944887858525e+19,0,14102100,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1aae054b,bdb5a01c,1,0,20596,320,50,2161,0,35,100210,157
1.0369456629249677e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,8ce34352,1,0,15708,320,50,1722,0,35,-1,79
1.0369499773726872e+17,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,339f2281,d9b5648e,0f2161f8,a99f214a,f5e57cde,15dc77b3,1,0,21611,320,50,2480,3,297,100111,61
1.036956627028602e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1883fef0,44801bc1,1,0,15702,320,50,1722,0,35,100083,79
